code,abstract
2022_article_facultade_de_f_sica_grao_en_f_sica,"CALIFA detector is a gamma and light charged particle calorimeter that is part of the R3 B complete and inverse kinematics experiment located at the GSI-FAIR. CALIFA is composed of 2544 CsI(Tl) scintillator units attached to APD-type solid-state detectors assembled in the shape of a capped barrel around a collision target. This detector is essentially made up of two parts: the Barrel, the central body, and the EndCap, the front part, which in turn is subdivided into iPhos and CEPA, the Very Forward part, which is still in construction. All CALIFA is made up of crystals, although of dierent geometry, of the same material. Our objective is to study the viability of introducing a GAGG-CsI(Tl) Phoswich (Phosphor Sandwich) in CEPA to achieve a more complete characterization of the particles that travel in this angular range. To this end, an order was made for four GAGG units from Epic Crystal Co., Ltd (China) in lengths of 70, 80, 90 and 100 mm with the aim of characterizing them, bonding them to CsI(Tl) pieces of complementary size and assembling an alveolus of a petal of CEPA. However, manufacturing errors meant that only or white spots, at the time of arrival at the laboratory, and whose characterization showed frontal resolutions of 13 % for the 80 mm and 14 % for the 90 mm, disproportionate for the 7 % indicated by the company or the 9 % obtained from a 50 mm long GAGG in Phoswich scintillator assembly for medical imaging (PHARMI). Introducción La Helmholtz Association está integrada por 18 centros de investigación de todo el pla- neta, entre los que se cuenta el GSI Helmholtzzentrum für Schwerionenforschung, empresa alemana dedicada a gestionar una importante red de aceleradores. Prestan sus instalacio- nes al consorcio internacional de Instalaciones para Investigación en Antiprotones e Iones (FAIR), complejo ubicado en Darmstadt que acoge, entre otros, el experimento de Reac- ciones con Haces Radiactivos Relativistas (R3 B) del que el calorímetro para partículas cargadas ligeras y gammas (CALIFA) forma parte."
2022_article_fieldable_muon_spectrometer_using_multi_layer_pressurized_ga,"OPEN Fieldable muon spectrometer using multi‑layer pressurized gas Cherenkov radiators and its applications Junghyun Bae* & Stylianos Chatzidakis Cosmic ray muons have been considered as a non-conventional radiation probe in various applications. To utilize cosmic ray muons in engineering applications, two important quantities, trajectory and momentum, must be known. The muon trajectories are easily reconstructed using two-fold detector arrays with a high spatial resolution. However, precise measurement of muon momentum is difficult to be achieved without deploying large and expensive spectrometers such as solenoid magnets. Here, we propose a new method to estimate muon momentum using multi-layer pressurized gas Cherenkov radiators. This is accurate, portable, compact (< ­1m3), and easily coupled with existing muon detectors without the need of neither bulky magnetic nor time-of-flight spectrometers. The results show that not only our new muon spectrometer can measure muon momentum with a resolution of ± 0.5 GeV/c in a momentum range of 0.1–10.0 GeV/c, but also we can reconstruct cosmic muon spectrum with high accuracy (~ 90%)."
2022_article_iso_19005_electronic_document_file_format_for_long_term_pres,"Nuclear Inst. and Methods in Physics Research, A journal homepage: www.elsevier.com/locate/nima"
2022_article_la_geometr_a_de_la_variable_compleja,"We propose a review of a complex variable undergraduate course, from the de nition of the eld C to the corollaries of the Residue Theorem, with a triple intention. First, reordering the presentation of concepts, for example, by focusing on the polynomial features of complex functions from the beginning. Second, expanding the content of the course, with the notable"
2022_article_performance_of_a_prototype_bakelite_rpc_at_gif_using_self_tr,"Nuclear Inst. and Methods in Physics Research, A journal homepage: www.elsevier.com/locate/nima"
2022_article_revisiting_the_limits_of_atmospheric_temperature_retrieval_f,"Supervision: Diego González-Díaz, most numerous secondary particles at sea level and they can be measured using detectors on the surface and even Vicente Pérez-Muñuzuri at great underground depths of several hundred meters. This radiation traverses long distances in the atmosphere, Validation: Irma Riádigos, Diego González-Díaz analogously to what X-rays do in low-Z materials, providing integrated information about its internal structure Visualization: Irma Riádigos (equivalently, its mass density as a function of depth). The essential aspects of the process can be found, for in- Writing – original draft: Irma Riádigos stance, in L. I. Dorman (2004). Writing – review & editing: Diego González-Díaz, Vicente Pérez-Muñuzuri Major factors influencing c.r. rates at ground are surface pressure and the temperature profile of the atmosphere (Sagisaka, 1986). The former, responsible for the so-called barometric effect, varies in anticorrelation with c.r. rates. In broad terms, the effect stems from the increased opacity of the atmosphere: a higher surface pressure implies a greater amount of air mass traversed, with less particles reaching ground. The “temperature effect,” on the other hand, results from local variations of the air density caused by temperature changes, whose final impact is accumulated over the particle's path through the atmosphere. When a specific layer of the atmosphere becomes colder, for instance, its density increases. Therefore, particles will more often interact rather than decay since their interaction probability is proportional to the density of scatter centers. By way of illustration, muons originate mainly when charged pions and kaons (π+/−, K+/−) decay and so, as the temperature increases and their interaction probability consequently decreases, decaying to the more penetrating muons becomes a more likely pathway. Considering this effect alone, c.r. rates at ground would increase with increasing temperature (Dup- erier, 1949). Even though daughter muons (due its leptonic nature) are far less interacting than their pion/kaon parents (hadronic particles), they are unstable and can decay to the lightest leptons in their family: electrons/ positrons. Therefore, for a complete picture of the temperature effect it must be taken into account that, as the atmosphere expands due to a temperature increase, muons will have to travel greater distances to reach ground, increasing their probability of decaying in-flight. The (lighter) electrons and positrons will be much more readily absorbed than muons themselves through “bremsstrahlung” losses, a physical process that is strongly enhanced for low-mass particles. As a result of this compensatory effect, c.r. rates would decrease as the temperature in- creases (Sagisaka, 1986). This latter effect is very strong in particular for low-energy muons (that dominate the flux at ground level), given that the muon lifetime becomes shorter with energy as a consequence of relativistic time dilation."
2022_article_the_arti_framework_cosmic_rays_atmospheric_background_simula,"ARTI is a complete framework designed to simu- tran, Bash and Perl, it provides an easy-to-use integration of late the signals produced by the secondary particles emerging three different simulation environments: MagnetoCosmics, from the interaction of single, multiple, and even from the CORSIKA and Geant4. These tools evaluate the geomag- complete flux of primary cosmic rays with the atmosphere. netic field effects on the primary flux and simulate atmo- These signals are simulated for any particle detector located spheric showers of cosmic rays and the detectors’ response at any place (latitude, longitude and altitude), including the to the secondary flux of particles. In this work, we exhibit real-time atmospheric, geomagnetic and detector conditions. the usage of the ARTI framework by calculating the total Formulated through a sequence of codes written in C++, For- expected signal flux at eight selected sites of the Latin Amer- ican Giant Observatory: a cosmic ray Observatory all over Latin America covering a wide range of altitudes, latitudes The LAGO Collaboration, see the complete list of authors and institutions at http://lagoproject.net/collab.html. and geomagnetic rigidities. ARTI will also calculate the sig- nal flux expected during the sudden occurrence of a gamma- a e-mail: christian.sarmiento@correo.uis.edu.co ray burst or the flux of energetic photons originating from b e-mail: mauricio.suarezduran@ulb.be steady gamma sources. It also compares these fluxes with c e-mail: rolando.calderon@iteda.cnea.gov.ar the expected background when they are detected in a single d e-mail: adriana2168921@correo.uis.edu.co water Cherenkov detector deployed in a high-altitude site. e e-mail: mottandrei2@gmail.com Furthermore, by using ARTI, it is possible to calculate in a f e-mail: lnunez@uis.edu.co very precise way the expected flux of high-energetic muons g e-mail: sdasso@at.fcen.uba.ar and other secondaries at the ground level and to inject them h e-mail: sidelnik@cnea.gov.ar through geological structures for muography applications. i e-mail: hernan.asorey@iteda.cnea.gov.ar (corresponding author)"
2022_book_gaseous_detectors_handbook,"Handbook collecting plots, tables, bibliography, and software resources for understanding and operating gaseous detectors, especially micro-pattern devices."
2022_thesis_cosmic_rays_study_with_a_trasgo_detector,Thesis focused on Partei a4.
2022_thesis_interactions_between_cosmic_rays_and_the_atmosphere_modeling,"Doctoral thesis on interactions between cosmic rays and the atmosphere, combining historical context, modeling, and practical applications."
2022_thesis_study_of_cosmic_ray_data_with_the_tristan_and_tragaldabas_de,Thesis focused on Study of Cosmic Ray Data with the Tristan and Tragaldabas Detection Systems.
2023_article_a_cosmic_ray_muons_tomography_system_with_triangular_bar_pla,Nuclear Engineering and Technology journal homepage: www.elsevier.com/locate/net
2023_article_application_of_the_global_neutron_monitor_network_for_assess,"Application of the global neutron monitor network for assessment of spectra and anisotropy and the related terrestrial effects of strong SEPs A.L. Mishev ∗ Space Physics and Astronomy Research Unit, University of Oulu, Finland Sodankylä Geophysical Observatory, University of Oulu, Finland"
2023_article_development_and_performance_studies_of_a_real_size_resistive,"Nuclear Inst. and Methods in Physics Research, A journal homepage: www.elsevier.com/locate/nima"
2023_article_development_of_a_muon_detector_based_on_a_plastic_scintillat,Nuclear Engineering and Technology journal homepage: www.elsevier.com/locate/net
2023_article_eco_friendly_resistive_plate_chambers_for_detectors_in_futur,"Nuclear Inst. and Methods in Physics Research, A journal homepage: www.elsevier.com/locate/nima"
2023_article_fuente_de_calibraci_n_embarcada_en,"Satellite-Onboard Calibration Source for Ground-Based Cosmic Microwave Background Experiments. Keywords: CMB polarization; CubeSat; calibration source; B-modes. This study introduces W-CalSat, a calibration satellite deployed in a Low Earth Orbit that emits a polarized signal in the W-band microwave frequency range. The primary objective is to capita- lize on the enhanced sensitivity of the next-generation cosmic microwave background (CMB) teles- copes to achieve highly precise measurements of the B-mode of polarization, speci cally associated with the curl-like polarization component arising from gravitational waves in certain in ationary mo- dels. Given the inherently weak nature of the CMB polarized signal, precise calibration processes are essential prior to conducting measurement campaigns. Although celestial sources such as the Crab Nebula or Jupiter are commonly employed for calibration, their imperfect characterization and insuf- cient brightness present limitations. W-CalSat oers an alternative reference source with meticulous characterization, signi cantly reducing uncertainties in polarization measurements. We outline the motivation behind W-CalSat, justify its preliminary design and describe the calibration source sys- tem and the rst laboratory measurements. We include the code used in the following repository: https://github.com/cayesoneira/CalSat.git. Índice general"
2023_article_fuente_de_calibraci_n_embarcada_en_sat_lite_para_experimento,Fuente de calibración embarcada en satélite para experimentos del Fondo Cósmico de Microondas desde tierra
2023_article_he_o_all_particle_knee,"Written October 2023 by J. Alvarez-Muñiz (Santiago de Compostela U.), Z. Cao (IHEP Beijing), U.F. Katz (Erlangen U.), P. Mertsch (TTK, RWTH) and C. Spiering (DESY, Zeuthen). 30.1 Theory"
2023_article_laboratorio_de_f_sica_nuclear_y_de_part_culas,Laboratorio de Física Nuclear y de Partículas DEPARTAMENTO DE FISICA DE PARTICULAS - FACULTADE DE FISICA – USC Generado el 10/01/2023 (hector.alvarez@usc.es) Última modificación: 10/01/2023
2023_article_laboratorio_de_f_sica_nuclear_y_de_part_culas_2,Laboratorio de Física Nuclear y de Partículas DEPARTAMENTO DE FISICA DE PARTICULAS - FACULTADE DE FISICA – USC Generado el 10/01/2023 (hector.alvarez@usc.es) Última modificación: 10/01/2023
2023_article_measurements_of_cosmic_ray_mass_composition_with_the_icecube,". The IceCube Neutrino Observatory is a multi-component detector at the South Pole. Besides study- ing high-energy neutrinos, it is capable of measuring high-energy cosmic rays from PeV to EeV. This energy region is thought to cover the transition from galactic to extragalactic sources of cosmic rays. The observatory consists of the deep in-ice IceCube array, which measures the high-energy (≥ 500 GeV) muonic component, and the IceTop surface array, which is sensitive to the electromagnetic and low-energy muonic part of an air shower. The primary energy and the mass composition can be measured simultaneously by applying statistical methods including modern machine-learning techniques to reconstruct cosmic ray air showers. In this contri- bution, we will discuss recent improvements to the reconstruction techniques, the mass composition sensitivity, and an outlook on future improved measurements with the full surface scintillator/radio array to mitigate snow accumulation and measure the air shower maximum Xmax using imaging air-Cherenkov telescopes IceAct."
2023_article_parallelization_of_garfield_and_nebem_to_simulate_space_char,"Numerical simulation of avalanches, saturated avalanches, and streamers can help us understand the detector physics of Resistive Plate Chambers (RPC). 3D Monte Carlo simulation of an avalanche inside an RPC, the transition from avalanche to saturated avalanche to streamer may help the search for the optimum voltage and alternate gas mixtures. This task is dauntingly re- source hungry, especially when space-charge effects become important, which often coincides with important regimes of operation of these devices. By mod- ifying the electric field inside the RPC dynamically, the space charge plays a crucial role in determining the response of the detector. In this work, a numerical model has been proposed to calculate the dynamic space-charge field inside an RPC and the same has been implemented in the Garfield++ framework. By modeling space charge as large number of line charges and using the multithreading technique OpenMP to calculate electric field, drift line, electron gain, and space-charge field, it has been possible to maintain time consumption within reasonable limits. For this purpose, a new class, pAvalancheMC has been introduced in Garfield++. The calculations have been successfully verified with those from existing solvers and an example is provided to show the performance of pAvalancheMC. Moreover, the details"
2023_article_tomograf_a_por_emisi_n_de_positrones,"Tomografía por emisión de positrones La tomografía por emisión de positrones o PET (por las siglas en inglés de Positron Emission Tomography), es una tecnología sanitaria propia de una especialidad médica llamada medicina nuclear."
2023_book_diego_herranz_enrique_mart_nez_gonza_lez,Book focused on Cosmology.
2023_slides_astronom_a_de_multimensajeros,Astronomía de Multimensajeros Alberto. Presentación de Astronomía de Multimensajeros
2023_slides_on_the_fly_reconstruction_of_activation_by_proton_beams_usin,Slides focused on On-the-fly reconstruction of activation by.
2023_slides_on_the_fly_reconstruction_of_activation_by_proton_beams_usin_2,Slides focused on On-the-fly reconstruction of activation by.
2024_article_a_simple_parameterization_of_the_cosmic_ray,"The designs of many neutrino experiments rely on calculations of the background rates arising from cosmic-ray muons at shallow depths. Understanding the angu- lar dependence of low momentum cosmic-ray muons at the surface is necessary for these calculations. Heuristically, from examination of the data, a simple parameter- ization is proposed, based on a straighforward scaling variable. This in turn, allows a universal calculation of the differential muon intensity at the surface for all zenith angles and essentially all momenta."
2024_article_anisotropic_forbush_decrease_of_24_march_2024_first_look,"A strong Forbush decrease, i.e., suppression of the ﬂux of galactic cosmic rays recorded on Earth, was observed by the global network of ground-based neutron monitors (NMs) on 24 – 25 March 2024. The decrease was very unusual as characterised by so rapid recovery that a false Ground-level enhancement (GLE) alarm was produced by the corresponding warning systems. Here we present the ﬁrst com- prehensive collection and analysis of the available data for this event. The event was highly anisotropic as exhibited in a 3-h spread of the deep-phase timing for diﬀerent NMs. The anisotropy was focused nearly at the anti-sunward direction with a narrow cone of 20 – 30 . The heliospheric situation leading to this unusual Forbush decrease was quite complex. An analysis of ﬁrst look records was performed, considering the stations acceptance, taking into account the complex geomagnetic conditions. A leader fraction analysis indicates that the recovery phase of the event was rigidity-independent and had essentially the same spectral shape as the pre-event period. A summary of the solar-terrestrial phenomena is provided to assist in future work on modelling this complex event. Ó 2024 COSPAR. Published by Elsevier B.V. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/)."
2024_article_bright_innovations_review_of_next_generation_advances_in_sci,"This review focuses on modern scintillators, the heart of ionizing radiation detection with applications in medical diagnostics, homeland security, research, and other areas. The conventional method to improve their character- istics, such as light output and timing properties, consists of improving in material composition and doping, etc., which are intrinsic to the material. On the contrary, we review recent advancements in cutting-edge approaches to shape scintillator characteristics via photonic and metamaterial engineering, which are extrinsic and introduce controlled inhomogeneity in the scintillator’s surface or volume. The methods to be discussed include improved light out-coupling using photonic crystal (PhC) coating, dielectric architecture modification producing the Purcell effect, and meta-materials engineering based on energy sharing. These approaches help to break traditional bulk scintillators’ limitations, e.g., to deal with poor light extraction efficiency from the material due to a typically large refractive index mismatch or improve timing performance compared to bulk materials. In the Outlook section, modern physical phenomena are discussed and suggested as the basis for the next generations of scintillation-based detectors and technology, followed by a brief discussion on cost-effective fabrication techniques that could be scalable."
2024_article_comparison_of_timing_measurement_methods_of_dual_ended_reado,—The main focus of this work is to compare different timing measurement methods of individual silicon photomultiplier I. INTRODUCTION
2024_article_evolution_of_the_cosmic_ray_spectrum_during_a_forbush_decrea,"The Antarctic Cosmic Ray Observatory (ORCA) has been in continuous operation since January 2020 and in nominal phase since March 2021 at the Spanish Antarctic Base Juan Carlos I (Livingston Island, Antarctica 62 390 4600 S; 60 230 2000 W at 12 m above sea level) at an eﬀective vertical cutoﬀ rigidity of R ¼ 2:37 GV. ORCA consists of two neutron monitors, ORC-A with three BF3 counter tubes following the NM64 standard, and ORC-B, with three bare BF3 counter tubes; and a muon telescope, ORC-M consisting of two 1 m2 scintillators with the neutron monitors between them. ORCA provides neutron count rates at two diﬀerent energy thresholds (pro- vided by ORC-A and ORC-B) and muon count rates and muon incidence directions throughout the ORCA volume. The neutron- producing cosmic rays observed in ORC-A have a lower rigidity threshold than the muon-producing ones observed in ORC-M. The relationship between them gives an idea about the change in the slope of the cosmic ray spectrum at the corresponding thresholds, 2.37 GV for ORC-A and  12 GV for ORC-M. This relation allows to investigate the change in the cosmic ray spectrum along the dif- ferent regions in an Interplanetary Coronal Mass Ejection, i.e. the shock, the sheath and the magnetic cloud. ORCA ﬁrst observations are presented, focusing on the analysis of the Forbush Decrease (FD) that happened at the beginning of November 2021. We present these observations and show the promising capabilities of the Antarctic Cosmic Ray Observatory, which represents a new concept of cosmic ray and solar energetic particle detector. The cosmic ray spectrum changes during the Forbush decrease detected in early Novem- ber 2021 as seen in the change in the ratio of ORC-A to ORC-M count rates. This change is clear after the arrival of the shock and during the magnetic cloud being smoother or even ﬂat in the sheath. In addition, the secondary muons show changes in their arrival directions along the ICME, being clear the diﬀerent behavior in shock, sheath and magnetic cloud. Ó 2024 COSPAR. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/ by-nc-nd/4.0/)."
2024_article_formula_omitted_formula_omitted_fast_timing_with_high_perfor,Progress in Particle and Nuclear Physics journal homepage: www.elsevier.com/locate/ppnp
2024_article_high_rate_tests_on_resistive_plate_chambers_operated_with_ec,"Results obtained by the RPC ECOgas@GIF++ foreseen for the coming years at the Large Hadron Col- Collaboration, using Resistive Plate Chambers operated with lider experiments, were performed, and demonstrate a per- new, eco-friendly gas mixtures, based on tetrafluoropropene formance basically similar to the one obtained with the gas and carbon dioxide, are shown and discussed in this paper. mixtures currently in use, based on tetrafluoroethane, which Tests aimed to assess the performance of this kind of detec- is being progressively phased out for its possible contribu- tors in high-irradiation conditions, analogous to the ones tion to the greenhouse effect. Long term aging tests are also being carried out, with the goal to demonstrate the possibil- ity of using these eco-friendly gas mixtures during the whole a e-mail: marcello.abbrescia@ba.infn.it (Corresponding author) High Luminosity phase of the Large Hadron Collider."
2024_article_image_reconstruction_algorithm_for_momentum_dependent_muon_s,Nuclear Engineering and Technology journal homepage: www.elsevier.com/locate/net
2024_article_international_cosmic_ray_conference_1985_paper_3_434l,No extractable abstract available. Document title: International Cosmic Ray Conference 1985 Paper 3 434L.
2024_article_new_readout_system_of_the_fatima_detectors_based_on_silicon,"Nuclear Inst. and Methods in Physics Research, A journal homepage: www.elsevier.com/locate/nima"
2024_article_nuclear_instruments_and_methods_in_physics_research_a_857_20,Nuclear Instruments and Methods in Physics Research A journal homepage: www.elsevier.com/locate/nima
2024_article_observation_of_thunderstorm_induced_muon_events_in_grapes_3,"Observation of thunderstorm-induced muon events in GRAPES-3 experiment Pranaba K. Nayak a, *, M. Chakraborty a, S.R. Dugad a, S.K. Gupta a, B. Hariharan a, P. Jagadeesan a, A. Jain a, Pravata K. Mohanty a, D. Pattanaik a, M. Rameez a, K. Ramesh a, L.V. Reddy a, M. Zuberi a, Y. Hayashi b, S. Kawakami b, H. Kojima c, A. Oshima c, S. Shibata c, Y. Muraki d, T. Nonaka e a Tata Institute of Fundamental Research, Mumbai, 400005, India b Graduate School of Science, Osaka Metropolitan University, Osaka, 558-8585, Japan c College of Engineering, Chubu University, Kasugai, Aichi, 487-8501, Japan d Institute for Space-Earth Environmental Research, Nagoya University, Nagoya, 464-8601, Japan e Institute for Cosmic Ray Research, Tokyo University, Kashiwa, Chiba, 277-8582, Japan"
2024_article_resistive_plate_chambers_are_used_in_the_atlas_experiment_fo,Performance of ATLAS RPC detectors and L1 Muon Barrel Trigger with a new CO2-based gas mixture
2024_article_scintillator_sipm_detector_for_tracking_and_energy_depositio,"Nuclear Inst. and Methods in Physics Research, A journal homepage: www.elsevier.com/locate/nima"
2024_article_stability_studies_of_sealed_resistive_plate_chambers,"The phase-out of hydro-fluorocarbons, due to their high Global Warming Power, affecting the main gas used in Resistive Plate Chambers (RPCs), tetrafluoroethane C2 H2 F4 , has increased pressure on existing systems and imposes strong restrictions on its use in new systems. This has motivated the beginning of a new line of R&D on sealed RPCs, RPCs that do not require a continuous gas flow for their operation and dispense the use of very complex and expensive re-circulation and/or recycling gas systems. At the moment it is not clear whether this solution can cover all fields of application normally allocated to RPCs, but it seems that it could be considered as a valid option for low flux triggering/tracking of particles, e.g. in cosmic ray or rare event experiments. In this work, we demonstrate the feasibility of a small telescope for atmospheric muon tracking consisting of four 300 x 300 mm2 sealed RPCs with gas gap widths of 1 mm, 1.5 mm and 2 mm. The results suggest that it is possible to operate this type of detectors for extended periods of time (more than five months) with its main characteristics mainly: efficiency, average charge and streamer probability, without apparent degradation and similar to a RPC operated in continuous gas flow."
2024_article_technical_report_open_access_you_may_also_like,"This paper presents the development and performance of the particle tracker employing a 3 × 3 cm2 plastic scintillator tile with sixteen 4 × 4 mm2 SiPMs coupled to one of its faces. The light distribution inside the scintillator allows to reconstruct the hit position using charge information of all the SiPMs. Performance tests were conducted at the Frascati National Laboratory Beam Test Facility (LNF-BTF) using a 450 MeV electron beam. The device showed MIP-counting capabilities, high efficiency (96%), good timing (170 ps) and sub-mm resolution in the 𝑥-𝑦 coordinates."
2024_article_technological_developments_and_future_perspectives_in_partic,"—In the last decades, important technological progress technological advances have transformed particle therapy from has been made to enhance the quality and efficiency of particle a research topic into a powerful and precise treatment modality therapy treatments. Continuous improvements in dose delivery, for cancer patients. Technological innovations in this field have treatment planning and verification techniques have led to higher- dose conformity and better sparing of healthy tissue. At the been mainly driven by the necessity of increasing treatment same time, particle therapy treatments are complex and much efficacy. Improvements in tumor localization and dose delivery more expensive than conventional radiotherapy, and only highly have resulted in high-quality treatments, characterized by high- specialized facilities can offer these treatments. Cost reduction dose conformity and excellent sparing of organs at risk. is thus a strong drive behind technological developments in the Today particle therapy represents an important therapeutic field. The number of treatment facilities offering proton and carbon therapy has strongly grown in the last decades, and component in the multidisciplinary management of various the amount of research efforts and innovations have increased types of cancer, including pediatric, head-and-neck, brain, continuously. From a technological perspective, advances in prostate, breast, and gastrointestinal cancer patients [1], [2]. hardware are often accompanied by innovations in software and Fig. 1 shows the result of a patient that was affected by computation, and vice versa. In this review we will present sinonasal teratocarcinosarcoma and treated at the National a basic overview of technological advances in particle therapy hardware (accelerators, gantries, applications of superconduc- Center for Oncological Hadrontherapy (CNAO) in Pavia, Italy, tivity, treatment verification techniques), software (Monte Carlo with the computed tomography (CT) scan before [Fig. 1(a)] simulations, treatment planning calculations), and studies toward and 10 months after treatment with proton therapy and clinical applications. By combining a broad selection of topics radiosensibilizing chemotherapy [Fig. 1(b)]. The proton ther- into a single review and by covering both proton and carbon apy treatment plan is shown in Fig. 1(c). Tumor regression therapy, we aim at providing the reader a unique overview of the evolution of various technologies developed for particle therapy. can be clearly observed in the affected region (yellow square), while radiation toxicity was minimal."
2024_article_unusual_forbush_decreases_and_geomagnetic_storms_on_24_march,"As the current solar cycle 25 progresses and moves towards solar maxima, solar activity is increasing and extreme space weather events are taking place. Two severe geomagnetic storms accompanied by two large Forbush decreases in galactic cosmic ray intensity were recorded in March and May, 2024. More precisely, on 24 March 2024, a G4 (according to the NOAA Space Weather Scale for Geomagnetic Storms) geomagnetic storm was registered, with the corresponding geomagnetic indices Kp and Dst equal to 8 and −130 nT, respectively. On the same day, the majority of ground- based neutron monitor stations recorded an unusual Forbush decrease. This event stands out from a Citation: Mavromichalaki, H.; typical Forbush decrease because of its high amplitude decrease phase and rapid recovery phase, i.e., Papailiou, M.-C.; Livada, M.; 15% decrease and an extremely rapid recovery of 10% within 1.5 h, as recorded at the Oulu neutron Gerontidou, M.; Paschalis, P.; monitor station. Furthermore, on 10–13 May 2024, an unusual G5 geomagnetic storm (geomagnetic Stassinakis, A.; Abunina, M.; Shlyk, indices Kp = 9 and Dst = −412 nT) was registered (the last G5 storm had been observed in 2003). N.; Abunin, A.; Belov, A.; et al. In addition, the polar neutron monitor stations recorded a Ground Level Enhancement (GLE74) Unusual Forbush Decreases and during the recovery phase of a large Forbush decrease of 15%, which started on 10 May 2024. In this Geomagnetic Storms on 24 March, study, a detailed analysis of these two severe events in regard to the accompanying solar activity, 2024 and 11 May, 2024. Atmosphere interplanetary conditions and solar energetic particle events is provided. Moreover, the results of 2024, 15, 1033. https://doi.org/ the NKUA “GLE Alert++ system”, the NKUA/IZMIRAN “FD Precursory Signals” method and the 10.3390/atmos15091033 NKUA “ap Prediction tool” concerning these events are presented. Academic Editor: Sandro Radicella"
2024_book_the_28th_european_cosmic,"book The 28th European Cosmic Ray Symposium (ECRS 2024) | 23 – 27 Sept. 2024 | Hvar, Croatia"
2024_slides_enhancing_compton_camera_imaging,"J. Pérez-Curbelo, J. Roser, L. Barrientos, R. Viegas, M. Borja-Lloret, J. V. Casaña, F. Hueso-González, A. Ros, K. Brzezinski, V. Sanz and G. Llosá"
2024_slides_isvhecri_eas_neutrons_engel_2024_v1,"—Interest to J. Phys.: study neutrons Conf. producedSer. in 409, Extensive 012044Air Showers (2013). whyis rising (EAS) we use time gate for neutron recording 0.1– last years. A History and recent publications on this subject are overviewed and estimated. Advantages of the method signal Sci. 10, 63 (1960). 20 ms. This allows us to exclude first 100 µs after"
2024_slides_los_rayos_c_smicos_y_la_atm_sfera,Slides focused on Jag24 04 trasgos atmosfera mgalicia ext.
2024_slides_research_and_development_of_micro_pixel_multilayer_charge,Slides focused on Research and development of micro-pixel multilayer charge sharing micromegas detectors.
2024_slides_timing_properties_in_resistive_plate,"DRD1 – 3rd collaboration meeting CERN Dec. 9-13 2024 Signals in Resistive Plate Chambers Generally the growth of ONE avalanche in a Resistive Plate Chamber is schetched like in the following, containing a part of exponential growth and one of saturation because of space charge effects"
2024_slides_trasgo_detectors_expected_secondary_cosmic_rays_at_di_erent,Slides summarizing expected secondary cosmic-ray flux for TRASGO detectors at different locations and primary incidence angles.
2025_article_accurate_cataloging_of_forbush_decreases_implications_for_sp,"Forbush decreases (FDs) are short-term reductions in the time-intensity flux of cosmic rays (CRs). Their spectacular and unpredictable intensity variations present their detection, timing, magnitude estimation, and cataloging as one of the most difficult tasks in space weather research. Due to the paucity of accurate event lists, new methods of event detection and FD catalogs continue to appear in the literature. But validation of either the old or new lists remains an open field. This work intends to remind the astrophysicist and space weather community that dramatic modifications of the age-long manual/semi- manual FD event cataloging are long overdue. In this present era of extremely fast and sophisticated computer algorithms, a complementary automated list of all the manually created FD catalogs, especially the IZMIRAN (Pushkin Institute of Terres- trial Magnetism, Ionosphere, and Radio Wave Propagation, Russian Academy of Sciences, http://spaceweather.izmiran.ru/ eng/dbs.html) (which is the currently available and widely used lists) should have been developed, the old lists expanded and new catalogs created. A Fourier decomposition technique, which guarantees the sinusoidal fidelity of the input and output signals, is presented. This highlights the possibility of a complete algorithm-based FD cataloging with the aim of stimulating other automated methodological approaches. The impossibility of creating accurate FD lists without first disentangling the contribution from diurnal CR anisotropy and the 11-year solar oscillation was qualitatively analyzed. Using a set of CR data from Moscow station, we automatically created four different FD catalogs − FD1 from the raw data without adjusting for the contribution from the 11-year solar cycle oscillation or CR anisotropy, FD2 after adjusting for the 11-year solar cycle effects, FD3 after adjusting for CR anisotropy and FD4 after adjusting for both the 11-year and CR anisotropy. This allows us to practically demonstrate the possible discrepancies among different FD catalogs and the attendant bias implications on FD-based space weather investigation. Given the detailed analyses performed, FD4 is the most accurate FD list. This serves as an evidence that accurate FD catalog is realizable. We also establish that several of the events in FD1, FD2 and FD3 catalogs may be intensity reductions/spurious events arising from other CR phenomena like anisotropies."
